Country,YEAR,GDP,Inflation,CPI
Central African Republic,2002,725.046741,2.331817035,77.0759046
Canada,2002,30963.053,2.258394409,85.8543217
Central Europe and the Baltics,2002,11630.4138,3.12714223,
Switzerland,2002,38814.3717,0.642711507,93.2524118
Channel Islands,2002,,,
Chile,2002,10402.5325,2.489398167,78.2022909
China,2002,3532.08165,-0.7319709,80.9553594
Cote d'Ivoire,2002,3086.30565,3.077264852,80.9241639
Cameroon,2002,2175.46397,2.834422601,83.3417865
"Congo, Dem. Rep.",2002,441.474366,31.5225826,41.1269637
"Congo, Rep.",2002,3935.34878,4.378759718,79.2008804
Colombia,2002,7012.58747,6.351925074,66.8480066
Comoros,2002,1863.32365,3.533042143,75.5637708
Cabo Verde,2002,3271.38687,1.884534101,82.8324286
Costa Rica,2002,8408.06981,9.167520485,45.3726051
Caribbean small states,2002,10332.2049,2.107334476,
Cuba,2002,,,
Curacao,2002,23478.2421,0.391389432,78.5261316
Cayman Islands,2002,,,
Cyprus,2002,23556.4082,2.801155052,81.2551461
Czech Republic,2002,18252.5728,1.90298097,82.9958789
Germany,2002,29178.6375,1.420805605,88.64072
Djibouti,2002,,0.637619554,71.7507868
Dominica,2002,6546.05617,0.17005533,81.586682
Denmark,2002,30640.3456,2.424436612,85.6173556
Dominican Republic,2002,7289.34597,5.223367698,36.4865982
Algeria,2002,9286.56088,1.418301923,74.4560791
East Asia & Pacific (excluding high income),2002,3868.1392,2.34316991,
Early-demographic dividend,2002,4356.14132,4.237912219,
East Asia & Pacific,2002,6451.17232,1.885720002,
Europe & Central Asia (excluding high income),2002,7037.8355,5.810143657,
Europe & Central Asia,2002,17562.0735,2.786159886,
Ecuador,2002,6327.22833,12.48401857,70.6090475
"Egypt, Arab Rep.",2002,6134.87216,2.73723855,47.361868
Euro area,2002,27533.7373,2.465323192,
Eritrea,2002,1641.17399,,
Spain,2002,24371.5988,3.065656859,81.0625547
Estonia,2002,11663.2715,3.571912702,72.7805296
Ethiopia,2002,519.931907,0.675089102,34.719178
European Union,2002,24186.886,2.424436612,
Fragile and conflict affected situations,2002,2814.04105,4.378759718,
Finland,2002,28605.1223,1.571220128,89.6915824
Fiji,2002,6339.83917,0.762032086,73.697421
France,2002,28523.8862,1.923412287,87.4183955
Faroe Islands,2002,,,
"Micronesia, Fed. Sts.",2002,2661.92208,-0.11144243,72.7032642
Gabon,2002,13957.8862,0.036682889,83.3623609
United Kingdom,2002,29062.1239,1.520402459,83.9744775
Georgia,2002,3647.99892,5.5878373,60.6648059
Ghana,2002,1901.65674,9.360932396,29.7260938
Gibraltar,2002,,,
Guinea,2002,1328.75828,,
"Gambia, The",2002,1906.76411,8.609124744,57.8464054
Guinea-Bissau,2002,1077.95924,3.300121753,83.6868966
Equatorial Guinea,2002,16063.5956,7.592478498,65.5753023
Greece,2002,22615.9356,3.629358719,77.3461945
Grenada,2002,7970.74856,1.06721548,76.6575475
Greenland,2002,,,
Guatemala,2002,5009.58648,8.132630543,60.1618224
Guam,2002,,,
Guyana,2002,6469.71913,5.341015214,61.0128717
High income,2002,29423.1369,2.041091026,
"Hong Kong SAR, China",2002,29607.8773,-2.98313878,91.4930011
Honduras,2002,2718.14394,7.69050972,56.8286149
Heavily indebted poor countries (HIPC),2002,1382.35728,3.895705258,
Croatia,2002,12769.7753,1.671784374,79.9928418
Haiti,2002,2210.21098,7.032874062,39.1313011
Hungary,2002,14526.3883,5.265448216,66.4788732
IBRD only,2002,4919.23251,5.030727332,
IDA & IBRD total,2002,4248.4272,3.895705258,
IDA total,2002,1835.41433,3.432803538,
IDA blend,2002,2797.17588,1.922921159,
Indonesia,2002,5186.30146,11.90011757,54.9182646
IDA only,2002,1354.5347,4.037188828,
Isle of Man,2002,,,
India,2002,2285.83901,4.297152039,58.8151729
Not classified,2002,,,
Ireland,2002,35222.0287,4.614733277,85.9702531
"Iran, Islamic Rep.",2002,12170.0676,14.33593374,32.5896324
Iraq,2002,10099.3722,19.3166946,25.2138629
Iceland,2002,32607.1059,5.197022302,61.2640891
Israel,2002,25230.0116,5.756578947,86.4712211
Italy,2002,28736.5771,2.465323192,85.0038779
Jamaica,2002,6718.41392,7.076350093,38.930264
Jordan,2002,6606.59464,1.83299389,69.6812069
Japan,2002,28623.5884,-0.92349403,100.966705
Kazakhstan,2002,10014.0507,5.836924521,50.217
Kenya,2002,1875.77804,1.961308217,41.0634713
Kyrgyz Republic,2002,1998.1071,2.134209863,53.4944657
Cambodia,2002,1236.6848,0.211466568,60.7572465
Kiribati,2002,1614.48855,,
St. Kitts and Nevis,2002,16931.5516,2.041091026,75.2768091
"Korea, Rep.",2002,21396.8377,2.762262103,78.18957
Kuwait,2002,57572.4258,0.888450148,71.4821897
Latin America & Caribbean (excluding high income),2002,8628.08475,5.341015214,
Lao PDR,2002,2062.81442,10.63134463,57.4234671
Lebanon,2002,9163.15185,,
Liberia,2002,1036.31024,14.15964701,46.8381786
Libya,2002,19977.0331,-9.79764706,81.2692986
St. Lucia,2002,9166.45856,-0.25553663,81.9575033
Latin America & Caribbean,2002,8862.29006,3.750174658,
Least developed countries: UN classification,2002,1334.37042,4.464264007,
Low income,2002,1079.85035,4.166472255,
Liechtenstein,2002,,,
Sri Lanka,2002,4538.78112,9.55103167,45.6225686
Lower middle income,2002,3184.11777,3.533042143,
Low & middle income,2002,4099.79409,4.337955879,
Lesotho,2002,1361.2237,33.81257834,61.3012577
Late-demographic dividend,2002,5484.48779,2.801155052,
Lithuania,2002,10480.721,0.28150661,75.6339936
Luxembourg,2002,58575.6793,2.074086136,83.8902857
Latvia,2002,10081.1919,1.938875739,61.8203079
"Macao SAR, China",2002,38727.5698,-2.637517,76.8434212
St. Martin (French part),2002,,,
Morocco,2002,4011.09644,2.795619669,86.5212392
Monaco,2002,,,
Moldova,2002,3675.2488,5.301243903,46.2683806
Madagascar,2002,1173.4889,16.49852553,47.4585463
Maldives,2002,8588.05484,4.178672399,74.5518285
Middle East & North Africa,2002,11856.4065,1.83299389,
Mexico,2002,11187.477,5.030727332,70.7323194
Marshall Islands,2002,2694.27101,,
Middle income,2002,4371.39748,4.337955879,
North Macedonia,2002,6395.22635,2.314597941,86.0058333
Mali,2002,1319.17875,5.032822757,84.4154931
Malta,2002,19599.9414,2.188490481,82.92222
Myanmar,2002,1054.09928,57.07451126,28.5163679
Middle East & North Africa (excluding high income),2002,7765.25451,2.729135699,
Montenegro,2002,7100.32463,,
Mongolia,2002,4092.7497,0.917074687,44.6535258
Northern Mariana Islands,2002,,,
Mozambique,2002,573.700145,,
Mauritania,2002,3003.59734,3.895705258,57.8276773
Mauritius,2002,9688.88741,6.419333722,63.8086377
Malawi,2002,921.533326,14.74463461,45.5562746
Malaysia,2002,13595.3987,1.807872463,83.1363663
North America,2002,37310.2714,1.922213018,
Namibia,2002,5545.73579,,62.573477
New Caledonia,2002,,,
Niger,2002,843.282456,2.628865979,83.2518054
Nigeria,2002,2778.61518,12.8765792,39.718412
Nicaragua,2002,2908.78347,3.750174658,50.2685535
Netherlands,2002,34447.2053,3.287531047,88.1590799
Norway,2002,37980.354,1.286725284,85.4764275
Nepal,2002,1424.27223,3.029399487,58.9867342
Nauru,2002,,,
New Zealand,2002,23306.2795,2.677092577,81.1354046
OECD members,2002,26205.3022,2.477360679,
Oman,2002,42644.2907,-0.27957882,73.9496835
Other small states,2002,12308.1755,3.416581948,
Pakistan,2002,3096.7239,3.290344726,46.2517761
Panama,2002,8587.34215,1.005830904,78.3479985
Peru,2002,5419.39799,0.193135004,80.882874
Philippines,2002,3655.10649,2.722772277,68.879668
Palau,2002,11074.8757,-1.30123617,73.1084337
Papua New Guinea,2002,2064.39555,11.7994471,64.6474677
Poland,2002,11804.2663,1.90528215,81.6877996
Pre-demographic dividend,2002,2203.81279,4.378759718,
Puerto Rico,2002,25465.6736,,
"Korea, Dem. People's Rep.",2002,,,
Portugal,2002,20356.6473,3.600346583,84.9151507
Paraguay,2002,6585.00775,10.51024209,56.0575858
West Bank and Gaza,2002,2178.70108,5.70951586,72.0829956
Pacific island small states,2002,4042.46214,1.963567542,
Post-demographic dividend,2002,28869.0731,1.998749211,
French Polynesia,2002,,,
Qatar,2002,103395.325,0.24,61.9275202
Romania,2002,7162.36578,22.53988626,52.702857
Russian Federation,2002,8037.47461,15.78873079,43.2653684
Rwanda,2002,756.80053,1.992585425,49.2347369
South Asia,2002,2287.94646,3.332564933,
Saudi Arabia,2002,37637.5274,0.247186514,76.018667
Sudan,2002,2933.36108,22.22472415,44.6567761
Senegal,2002,2062.61341,2.337301875,85.236246
Singapore,2002,45080.2663,-0.39167687,85.7117058
Solomon Islands,2002,1436.56641,10.92963419,52.9063102
Sierra Leone,2002,785.754243,,
El Salvador,2002,4688.63365,1.865525036,75.4366622
San Marino,2002,56182.2294,,
Somalia,2002,,,
Serbia,2002,7224.61832,19.49083216,46.0380546
Sub-Saharan Africa (excluding high income),2002,2291.20404,5.032822757,
South Sudan,2002,,,
Sub-Saharan Africa,2002,2292.62813,4.705791237,
Small states,2002,11332.8832,2.483430488,
Sao Tome and Principe,2002,1879.00213,10.12872467,26.8828592
Suriname,2002,8284.18387,15.52739892,46.3750744
Slovak Republic,2002,13312.2033,3.12714223,72.3876046
Slovenia,2002,20241.5257,7.480777707,77.5049662
Sweden,2002,30926.5056,2.158482136,90.2068232
Eswatini,2002,5097.43556,12.01971547,59.7290028
Sint Maarten (Dutch part),2002,,,
Seychelles,2002,14189.4674,0.175,49.9747921
Syrian Arab Republic,2002,,-0.13050528,59.360614
Turks and Caicos Islands,2002,,,
Chad,2002,891.224425,5.191818952,85.3531253
East Asia & Pacific (IDA & IBRD countries),2002,3912.71893,2.34316991,
Europe & Central Asia (IDA & IBRD countries),2002,7521.82362,5.698990479,
Togo,2002,1000.54349,3.059818575,79.7831548
Thailand,2002,8172.99416,0.697308977,79.1590138
Tajikistan,2002,1277.36609,12.24998478,44.1020017
Turkmenistan,2002,4544.45763,,
Latin America & the Caribbean (IDA & IBRD countries),2002,8765.62579,5.030727332,
Timor-Leste,2002,1349.96165,,66.5193311
Middle East & North Africa (IDA & IBRD countries),2002,7826.42624,2.721032849,
Tonga,2002,4073.64884,10.35906079,57.0039636
South Asia (IDA & IBRD),2002,2287.94646,3.332564933,
Sub-Saharan Africa (IDA & IBRD countries),2002,2292.62813,4.705791237,
Trinidad and Tobago,2002,16832.6894,4.150058617,56.115241
Tunisia,2002,6782.86108,2.721032849,77.5093154
Turkiye,2002,9401.23133,44.96412095,46.0963444
Tuvalu,2002,2883.16601,,
Tanzania,2002,1330.94971,5.317833661,57.2606362
Uganda,2002,1273.12902,-0.28750851,54.5437305
Ukraine,2002,5172.96045,0.757420846,39.3074762
Upper middle income,2002,5734.33689,5.5878373,
Uruguay,2002,9419.77222,13.97247259,51.7047687
United States,2002,37997.7597,1.586031627,82.4904669
Uzbekistan,2002,2916.56015,,
St. Vincent and the Grenadines,2002,7602.16325,1.85550399,76.1590814
"Venezuela, RB",2002,11069.4039,,
British Virgin Islands,2002,,,
Virgin Islands (U.S.),2002,,,
Vietnam,2002,2900.08424,3.830828382,49.7151204
Vanuatu,2002,2015.07435,1.963567542,79.3631307
World,2002,8606.31632,2.834422601,
Samoa,2002,3798.00551,8.050314465,64.4171779
Kosovo,2002,,,89.359626
"Yemen, Rep.",2002,3127.2089,12.23853394,43.0071164
South Africa,2002,9147.72404,9.494710703,69.3278771
Zambia,2002,1782.8178,22.23334464,35.3572905
Zimbabwe,2002,2165.32263,,
Aruba,2003,31205.3608,3.656365079,79.3649524
Africa Eastern and Southern,2003,2351.0591,7.44970014,
Afghanistan,2003,928.191569,,
Africa Western and Central,2003,2406.42986,1.760904101,
Angola,2003,3823.35014,98.22414366,30.4236985
Albania,2003,5000.04936,0.484002612,82.7808227
Andorra,2003,,,
Arab World,2003,10611.838,2.712592475,
United Arab Emirates,2003,99275.6934,,
Argentina,2003,11029.1551,,
Armenia,2003,4045.11074,4.721553366,70.9553051
American Samoa,2003,,,
Antigua and Barbuda,2003,17465.1688,1.993530552,85.8781127
Australia,2003,29807.4096,2.732595966,82.1540062
Austria,2003,32144.2418,1.355553709,87.4960716
Azerbaijan,2003,4639.79443,2.23386493,52.1372815
Burundi,2003,541.958991,10.64746457,50.0304301
Belgium,2003,30932.8525,1.588964,86.1524797
Benin,2003,1937.57823,1.487242461,80.3956705
Burkina Faso,2003,1072.85321,2.034565741,82.0134636
Bangladesh,2003,1524.34603,5.668707734,60.0449874
Bulgaria,2003,8416.98367,2.348641696,65.2272944
Bahrain,2003,42875.9116,1.593625498,83.3295748
"Bahamas, The",2003,29373.6924,3.025045263,85.9431153
Bosnia and Herzegovina,2003,5461.78243,,
Belarus,2003,7369.84591,28.39783991,47.3334467
Belize,2003,6503.80125,,
Bermuda,2003,60908.0397,,
Bolivia,2003,3678.96388,3.337274997,66.359672
Brazil,2003,9737.27738,14.71491972,69.8241962
Barbados,2003,13375.8975,1.619433198,70.2343477
Brunei Darussalam,2003,72781.5124,0.3,93.5936795
Bhutan,2003,3481.33697,1.566152408,86.786623
Botswana,2003,9435.26058,9.189902656,55.3505006
Central African Republic,2003,685.202499,4.134709052,80.262769
Canada,2003,32349.9437,2.758563214,88.2226674
Central Europe and the Baltics,2003,12340.054,2.348641696,
Switzerland,2003,38840.8819,0.638272931,93.8476167
Channel Islands,2003,,,
Chile,2003,10963.7906,2.810178757,80.3999151
China,2003,3938.73027,1.127603487,81.8682148
Cote d'Ivoire,2003,2935.77412,3.29680747,83.5920778
Cameroon,2003,2277.65104,0.623163557,83.8611421
"Congo, Dem. Rep.",2003,460.935999,12.87396572,46.4216349
"Congo, Rep.",2003,3931.01481,-0.63184499,78.7004536
Colombia,2003,7322.17819,7.130741686,71.6147653
Comoros,2003,1894.39062,3.799081367,78.4344999
Cabo Verde,2003,3421.43188,1.188170386,83.816619
Costa Rica,2003,8808.56484,9.447580916,49.6592186
Caribbean small states,2003,11133.1235,2.195182371,
Cuba,2003,,,
Curacao,2003,23520.5514,1.633713914,79.809024
Cayman Islands,2003,,,
Cyprus,2003,24279.6777,4.139065387,84.6183497
Czech Republic,2003,19538.0704,0.118739206,83.0944275
Germany,2003,29908.1395,1.034227766,89.557467
Djibouti,2003,,1.981967346,73.172864
Dominica,2003,7072.80367,1.453368004,82.7724368
Denmark,2003,30820.3892,2.075078206,87.3939827
Dominican Republic,2003,7229.32284,27.44971274,46.5020646
Algeria,2003,10022.9648,4.268953958,77.6345748
East Asia & Pacific (excluding high income),2003,4243.18886,3.234648173,
Early-demographic dividend,2003,4606.19947,5.603476754,
East Asia & Pacific,2003,6875.06683,2.289156627,
Europe & Central Asia (excluding high income),2003,7785.93864,4.950615593,
Europe & Central Asia,2003,18240.929,2.348641696,
Ecuador,2003,6515.64414,7.929410005,76.2079284
"Egypt, Arab Rep.",2003,6336.85167,4.507776363,49.4968351
Euro area,2003,27984.2167,2.098472191,
Eritrea,2003,1554.01475,,
Spain,2003,25046.1107,3.038888394,83.5259553
Estonia,2003,13132.5807,1.334991165,73.7521433
Ethiopia,2003,504.153896,13.6740452,39.4666941
European Union,2003,24706.9962,2.09199839,
Fragile and conflict affected situations,2003,2759.87158,5.179677819,
Finland,2003,29051.4864,0.877440386,90.4785726
Fiji,2003,6523.04278,4.172747778,76.7726285
France,2003,28172.6957,2.098472191,89.2528463
Faroe Islands,2003,,,
"Micronesia, Fed. Sts.",2003,2760.35606,0.126643348,72.7953381
Gabon,2003,14204.4228,2.235353136,85.2258041
United Kingdom,2003,30355.2834,1.376500385,85.1303865
Georgia,2003,4159.3762,0.837734532,61.173016
Ghana,2003,1990.48251,29.77297972,38.5764377
Gibraltar,2003,,,
Guinea,2003,1345.7234,,
"Gambia, The",2003,2012.53499,17.03286654,67.6993064
Guinea-Bissau,2003,1080.63659,-3.50258551,80.7556915
Equatorial Guinea,2003,17897.7602,7.323543994,70.3777385
Greece,2003,23896.6057,3.530650278,80.0770182
Grenada,2003,8865.90028,2.154928099,78.3094625
Greenland,2003,,,
Guatemala,2003,5126.23347,5.603476754,63.5329762
Guam,2003,,,
Guyana,2003,6552.58933,5.980978141,64.6620382
High income,2003,30448.4465,2.049840306,
"Hong Kong SAR, China",2003,31176.4767,-2.67379679,89.0466641
Honduras,2003,2825.62345,7.674166394,61.1897374
Heavily indebted poor countries (HIPC),2003,1427.28287,5.302387732,
Croatia,2003,13682.1221,1.767337808,81.4065855
Haiti,2003,2294.03364,28.69957779,50.3618193
Hungary,2003,15481.3201,4.661016949,69.5774648
IBRD only,2003,5254.82906,4.527338242,
IDA & IBRD total,2003,4522.40407,4.634226744,
IDA total,2003,1921.5277,5.22714462,
IDA blend,2003,2935.80539,2.154928099,
Indonesia,2003,5467.23155,6.757317194,58.6292659
IDA only,2003,1414.95558,5.668707734,
Isle of Man,2003,,,
India,2003,2472.99367,3.805858995,61.0535955
Not classified,2003,,,
Ireland,2003,36283.1208,3.49048968,88.9710359
"Iran, Islamic Rep.",2003,13316.5351,16.46801162,37.9564968
Iraq,2003,6342.11809,33.6162106,33.6898081
Iceland,2003,32699.2417,2.055663298,62.5234725
Israel,2003,23845.3129,0.725764645,87.0987986
Italy,2003,29196.9279,2.672555528,87.2756538
Jamaica,2003,7058.68813,10.08695652,42.8571429
Jordan,2003,6866.88005,1.63,70.8170105
Japan,2003,29392.249,-0.25654182,100.707683
Kazakhstan,2003,11123.8901,6.438218101,53.45008
Kenya,2003,1916.25824,9.81569063,45.0941347
Kyrgyz Republic,2003,2158.04198,2.974612952,55.085719
Cambodia,2003,1345.10802,0.941746118,61.3294255
Kiribati,2003,1650.42316,,
St. Kitts and Nevis,2003,16375.9387,2.235436644,76.9595745
"Korea, Rep.",2003,22095.8708,3.514874515,80.9378353
Kuwait,2003,68095.5536,0.961350294,72.1693839
Latin America & Caribbean (excluding high income),2003,8905.30571,5.980978141,
Lao PDR,2003,2197.78255,15.48935292,66.3179906
Lebanon,2003,9192.37302,,
Liberia,2003,725.646546,10.33028812,51.6766974
Libya,2003,22656.4394,-2.19115192,79.4885648
St. Lucia,2003,9676.9071,1.034253724,82.8051518
Latin America & Caribbean,2003,9098.0716,3.811106244,
Least developed countries: UN classification,2003,1397.91926,6.489432087,
Low income,2003,1123.84391,6.969566113,
Liechtenstein,2003,,,
Sri Lanka,2003,4862.08781,6.314637871,48.5034685
Lower middle income,2003,3398.34847,4.818385679,
Low & middle income,2003,4375.92322,5.151901508,
Lesotho,2003,1459.63557,6.629163571,65.3650183
Late-demographic dividend,2003,5964.1687,3.234648173,
Lithuania,2003,12067.6741,-1.13430855,74.7760707
Luxembourg,2003,60196.5435,2.049840306,85.6099026
Latvia,2003,11060.9427,2.942647529,63.6394617
"Macao SAR, China",2003,43002.151,-1.56245204,75.6427796
St. Martin (French part),2003,,,
Morocco,2003,4282.94189,1.167733675,87.5315769
Monaco,2003,,,
Moldova,2003,4006.40274,11.74607921,51.7031012
Madagascar,2003,1274.65876,-1.7040048,46.6498504
Maldives,2003,9682.09898,-1.26065113,73.6119901
Middle East & North Africa,2003,12413.1159,1.981967346,
Mexico,2003,11488.2956,4.546900121,73.9484473
Marshall Islands,2003,2647.58839,,
Middle income,2003,4673.05811,4.721553366,
North Macedonia,2003,6595.45197,0.855562123,86.7416667
Mali,2003,1423.0738,-1.34672619,83.2786475
Malta,2003,20929.3955,1.303837774,84.0033912
Myanmar,2003,1203.22483,36.58971753,38.9504264
Middle East & North Africa (excluding high income),2003,7935.43565,4.335993088,
Montenegro,2003,7340.861,,
Mongolia,2003,4419.72892,5.128994994,46.9438029
Northern Mariana Islands,2003,,,
Mozambique,2003,606.925687,,
Mauritania,2003,3184.46413,5.151901508,60.8069023
Mauritius,2003,10390.0858,3.921053576,66.3106085
Malawi,2003,969.620543,9.576797869,49.9191069
Malaysia,2003,14375.0001,1.089676326,84.0422836
North America,2003,38792.3822,2.514329093,
Namibia,2003,5808.38969,7.136153115,67.0388161
New Caledonia,2003,,,
